customer_id,article_id recommendations
0000ae1bbb25e04bdc7e35f718e852adfb3fbb72ef38b3fa01ce4272a6326730,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000b2f1829e23b24feec422ef13df3ccedaedc85368e6664d04ca30b2f8daff,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000b7a134c3ec0d8842fad1fd4ca28517424c14fc48485d65bd332309b7439a,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000b95f630aaa9313028ce9c41154bb95ac7afa34f55bc8782a1676e35cec3e,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000c97821eb48d0e590fd309133f0a6c08f7750f64cccf2ba053e11119093c2,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000d6c053fc8f9389d4565051f12402d5774aa4a9d2e5c2d5cd5f5f3c9a4488,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000e9a4db2da4e9c68558ad1e7df570d02767b213ec6bcb10283ab05ee53015,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000f1c71aafe5963c3d195cf273f7bfd50bbf17761c9199e53dbb81641becd7,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000f2ea26b7f0a9175f428c8cf7743e9e10e193465ecdfa486d5f3bf019d330,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0000ffa57a8098a6cd99c0f0782b3e674f47d68db69dc173c7e67e0f68170c4c,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001076e215991bad544dd3e7312f78d9f576a1cc3ddc407b2bc9024794ead5f,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000114c6996ef5703a8d455faf2103f8488d3928348e0739c92ff9e8897932db,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001177027259b455f979d85a278e4b280205d4de5cce4bb83ccbb8d5dbb4b92,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00012315fd38859ff2c446876ca507abbcbcf582d0e266b1b696941c16e777a2,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001420326c217a367048472e05395373c40a039f6fd45cd9e4b3a818d02886a,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00015c1a121e08bbd2552c15fbbb6e6b19d3bf8f7b6a3d60c6d7be26f06264d6,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000172a9c322560c849754ffbdfdb2180d408aa7176b943f957804686be8e1f0,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00018385675844f7a6babbed41b5655b5727fb16483b6ea51d5798a6ab947344,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00018b5c38bf693c01e689d15674327ed582467d50593e8436ee3f31e0c7dfdf,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000197360fe727d2cc0887073db9062bf37a8949a95c4a63db58661d94d2cb06,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00019d6c20e0fbb551af18c57149af4707ec016bb0decdf064cdae15ab1569a8,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001ab2ebc1bb9a21d135e2fefdb11f12bee5c74ab29842a6d2ffd71316bf048,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001b0127d3e5ff8dadcfc6e5043682dba2070f2667081623faeb31c996242a6,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001bc8e81a72aaf228a103a85d2ac530c09defffbc6ab5c036281647ac1ad52,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001d44dbe7f6c4b35200abdb052c77a87596fe1bdcc37e011580a479e80aa94,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001e7a9c3a9749ef86fd992a8a9cb487ba609b8763c7c01ad9bb0ceb130b4ec,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0001f8cef6b9702d54abf66fd89eb21014bf98567065a9b5e42f37bc99528cf5,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000226b9ea81019249060b376b516f821a80e9b24f89a72106bf04b4c18b82f3,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00022754ec18c5e53757eea8b281632a5c4a499368ecc53a21adfc64a665ba8b,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00023182883c3d537185d3e2d8ec2cb20bd4732f3869416f321d662c4fac7187,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000231cc9af9e58ab4edc66fbd61da921b144ba85bc1c00d0ae2309531e4c210,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00023e3dd8618bc63ccad995a5ac62e21177338d642d66b42e0038c6b10f655a,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000253f6914890557a88d0b91288ce85fae9332dac43ee5445c33e3891df6fd3,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00025f8226be50dcab09402a2cacd520a99e112fe01fddd1b10ea71270547b26,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002697f519fce0a41f12929696aad2cda5b3a0524896152e62d9ac4f5abe232,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00026b2e6fa592951b3f1f5b24fea406a356d23e84fc80bea0d06f472273ff55,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000270f6018e827d6d678efe815565a22668fb801b2b89bf84b1cb4f4ca631ea,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00028f80bf6da2c285fb724373517e93e53e5f83c4ebe61de78b249c0e1990ee,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00029b1b57c1aec110f48aac6639d71369387c5985cbd839b6e18dc5fb512127,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002b7a7ab270a638fcb2eb5899c58696db24d9d954ddb43683dd6b0ffa292f0,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002b9088196900626214bcdc6d5f3d85f38fb462a480605bd50a03431600dee,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002cca4cc68601e894ab62839428e5f0696417fe0f9e84551c6827a7629d441,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002d2ef78ec29c03a951963a2694be963c06d7123b9726e4bde96e828d770f6,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002d5b37e064c0da06d559a51a082746ad3893d11a086d956b90b002313bdfe,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002db27a1651998a3de4463437b580b45dfa7d8107afa778daad67b3d015d94,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002df750270ca6a4b50e4a9de59b6e26e22869ab9fbbef1156fb18bba30de92,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002e4924f38a599994d83110e5db96d62bbffce7fea85368f438326c56d559d,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002e6cdaab622b5047407efc0d0bf85e23220e092012095d98119fa9cb3cee7,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002f2f1deddc6f2504d96d65fa10ecbb22d7a13092b459efa085b5b9fec24c7,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0002fcb7273c7b8b65937339c7ee57d5919051c343be28cb93da6b076116f072,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000300107f2d093ca1d2c5e2bd0a74f59f80005079338cc4f156d4a594d43019,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000303d20b953d06dcf8c6db2d05616383a88ac84bf05482a8f5c45b3d6507b9,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00030bc026428965d1868e4f3536f131feeedf5ce1b0035a410be49841479c12,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003224b98f7cac91dbf66d41b4c1e2f064584bf15449327f676658db16c13e4,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00033727677f91e311ad65609583d6f21f6871ea0ab73b54dfb916ebe92b9e3f,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00034511adebfa99af8a46658c919b6dde86f2cb7175494392e6b509ed89ef00,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000346516dd355b40badca0c0f5f37a318ddae31f0e0f76a3a0454eb591b6384,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000355d99ba7fb8012b298ea6b167e89bf3a183dee562ed8eb9534c4a1287fef,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00035e92a9bd02a8e28e2e59721663fdeb39bfd57c486023522686214a56ca16,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000362878a3904e1fe4927bbfcdb10c64a9d85b12a593a7d9c965efcc9187cbf,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00036485be20507492e75ac35de433587d1e8948096f555b5e2c9df5f922729c,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00036ffb474cd9818bd0d9045fd5863b0167aabae75e613722443c7b3264730d,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00037fbb43b7d0e24c469bc53fbc9081d7190c7cbc51f9f92c44ec23c46fb832,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000383021a8cf9a542b9c855b42f99aa76374873661e831f56e225c58bd088ac,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003867b41fdfb70b1a279010e6514cf0396899eef575061381678990fdceef3,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00039306476aaf41a07fed942884f16b30abfa83a2a8bea972019098d6406793,0916468003 0918725001 0783707096 0879242006 0807244004 0621381016 0906639003 0909920001 0944241001 0867141003 0862693002 0688105002
0003abe64294e66a6310c3436fa9e5b754cc5603deef4f26fc8ab8d043af9358,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003bf22bd16afdffaa33e2a3ed033add163135119535b0dd19041efc89d15f7,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003c98542d16e740156638a7d133d93360d3ff3d0b7ec3ccb78932a915b1cfe,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003e56a4332b2503e34640be92031ad48f1280ee6e3a7f6b7b94664383facdc,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003e7b27d3dd2295e609bcc017e96a05f322cd25fdaa717f5d2ed124a762843,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003e867a930d0d6842f923d6ba7c9b77aba33fe2a0fbf4672f30b3e622fec55,0916468003 0918725001 0783707096 0879242006 0807244004 0621381016 0906639003 0909920001 0944241001 0867141003 0862693002 0688105002
0003e9bbb9faf3937ad3a28a5bede5c1b896c1bc6c10354ed3487a5ffb4dd30e,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0003ea63da109dffa9af1b4323338b4ebc9501f90505c87a4947a445ebfb8607,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000400dcdcf45d8d1ad1bd63be6fbd79a49167adf0cf28792cb97a53dbad3ff2,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00040239317e877c77ac6e79df42eb2633ad38fcac09fc0094e549180ddc201c,0916468003 0918725001 0783707096 0879242006 0807244004 0621381016 0906639003 0909920001 0944241001 0867141003 0862693002 0688105002
0004068f54dbe1c7054b23c615edc5f733a508ecc54930bf323209f20410898c,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000406f7566f4c298edc89427e3294666cf96a0b93c849530784f1b5367497a8,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000412345109c7c085b5faec96afe864b19a172fa4cb9b94823d9ef6a8a1846a,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000416152a81973bebab23142bd5dd6ebd85c8c5e2d63e18eb6398b71864f219,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00041bd4c669adc077b6488a2d23ee229a9ad962ab3ee7f81a37be1f57810539,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00045027219e894b683fb4687211e2d0c904c268e9f28d370d9a84994678ac71,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004518be81f6f0dd216dc5699016bc159ebb9dbd62a7697140acbe84f257509,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00045b41ba4df7a2e6c09093ec92873ea43a137cf2b24cff1a387f75a24782a9,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004690d2b68d5175697d197a86065595ef7b49c7c051b9dfb74948870455f3b,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00047be328d1d284ba9270dd28bf65c018485435fa12119be612f90af8d4b719,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00047d50bde8751b26aaec7536ccc5fd92828ffa0a396df17e8a1a313f1ef9c9,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004852bef85b2af95f4e530e43d86178e890e419c14361736a34f881b940efd,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000486a4fe2906dc61e1a178b0952f5d8799ec905d26f68358c7bdae798c73c3,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000489746e2e4351220bc35024b2354044713a702b88965bc1b3163bedb189bc,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00048b9610ddf45cf38de397a2c4b9bef7d46f65045b5e81c3dcf3ecde214797,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00048f2f68760664d2d0fa1e7fbfe083f05287f342484c29a13661772507ee6b,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000493dd9fc463df1acc2081450c9e75ef8e87d5dd17ed6396773839f6bf71a9,0916468003 0918725001 0783707096 0879242006 0807244004 0621381016 0906639003 0909920001 0944241001 0867141003 0862693002 0688105002
0004a7b3945dc17a51fa3b1a206749f0e3404e4f6ae8b6905ef5e56212e1fe38,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004aa5ffaf2886467d9a74b0f47bd2e9797d477871d2e906363440fbed308ae,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004db725c9025318d5c461bb7e1c99fb8e77d9e8f267bba860073ea27bdc2d5,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004ddf25c68546858543d60b52b84df1947fa4c91dc1b682a9458b55f9a1fae,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004df3751c43c51f79aa24d321f35ce4a1a3ec180c4a1425b0aefc037ab25bc,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004ec078693c417c08ef6be811a09693d706138e5d2b8340d089cdf379b5fab,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004ee708acad44b15ee324daffef7b379a1fdfd9826f39a3aabda9dacaea176,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0004f079e5f7fbf106301d8c32278e71a96adde0a9e3328d2fc01309796ebc4b,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00051dc66eecbfd664831115062ef7d9798bed36b80c7c3c51e68d3a75441df1,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000525e3fe01600d717da8423643a8303390a055c578ed8a97256600baf54565,0916468003 0918725001 0783707096 0879242006 0807244004 0621381016 0906639003 0909920001 0944241001 0867141003 0862693002 0688105002
00052ddcff0fb9e557eb3b212c950a24dc3900c28bb70545dc2cc617821fe40b,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000531ecd2754a0cf214373cc7b6dbcf7ce9a77c3284a2facbe072f763618bbc,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00053308738e0d6bc66ab02b3e7ed1ca6dd9d9c96049d6ac709a862fb015ba39,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0005340aa69bb5a28d98712a36d8f669024bce137e3c82a618ea49032b9023c6,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000538c14c490fee547e2703439f70bdb8748e2a62f875d63b7320c17ae20fc2,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00053f544468004bd5b18b25ae8faad7c9a2f71c34e7cdead6494a1e5c59ff89,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0005476832b9770a320d94de5518f78587ed4aa848b2a7c7407f12f251fcd5aa,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000563485cbb7850b0a93c6606f89c5b961c6647d1bd4869ae160401ea5d8775,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0005653de6979862791b1de079f271419bc73adcfece2cffe2596cb8a64e2ece,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00057056ddfa1496d44aeaad5d89b5ff57be7504d4089a98eecd198ee9014b0f,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00058592fc65afabbb00b1bb7d33c6b221d00c6a98c62101ee96e12ebddbf0ee,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00058bbdde20e5d34b5f2c60698b2d6ee5736dfca9f370f6c63f8925112a6056,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00058c11019467570a6918669b768392f7c9277b7ae4d853bab9cd25f1eae6b4,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00058ecf091cea1bba9d800cabac6ed1ae284202cdab68bec5c8429eb3271c0c,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
000599972ce0544fc72f91810d09e936b23665e7a858a82141fed578f8449dea,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
00059eadf61683b9b03e95a65f7e2ffaf5aaaea350af1abda294fa400d22a4a6,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0005ae2e1bc35f5c71e982f459afea16b15c77562a8b26b7ffe26edc6e29ab55,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0005baed366933727a0ee8407c56e5f065fd5b09c71478fe618c2613a04b2a8c,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
0005bc21a78d1e3cf40c1778028f1f81ab6a49875831174e66823fef1cc17855,0924243002 0924243001 0918522001 0751471001 0866731001 0448509014 0923758001 0714790020 0915529003 0915529005 0762846027 0918292001
